job_id,job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI09346,Research Scientist,109133,USD,109133,SE,PT,Israel,M,Israel,0,"Java, R, Statistics, SQL",PhD,8,Telecommunications,2025-03-17,2025-05-02,2042,8.7,Smart Analytics
AI09347,Machine Learning Engineer,226278,CHF,203650,EX,FT,Switzerland,M,Switzerland,50,"Mathematics, Scala, Azure",PhD,15,Media,2025-01-20,2025-03-29,1514,9.2,Autonomous Tech
AI09348,ML Ops Engineer,67762,USD,67762,EN,FT,Finland,S,Finland,100,"Kubernetes, Data Visualization, MLOps, Python",Associate,0,Gaming,2024-11-21,2024-12-10,1779,8.1,DeepTech Ventures
AI09349,Research Scientist,158626,USD,158626,SE,FT,Norway,S,Norway,0,"Python, Scala, Java, TensorFlow",PhD,9,Government,2024-06-23,2024-07-12,1918,5.6,Smart Analytics
AI09350,Research Scientist,35902,USD,35902,MI,FT,India,M,Philippines,0,"Linux, Spark, Data Visualization, Java, Mathematics",Bachelor,2,Finance,2024-05-30,2024-08-04,2143,6.3,Future Systems
AI09351,AI Specialist,199630,EUR,169686,EX,FL,France,S,France,100,"Linux, Hadoop, Data Visualization, MLOps",Associate,19,Retail,2024-03-14,2024-04-28,2431,6.4,Cognitive Computing
AI09352,ML Ops Engineer,34288,USD,34288,MI,PT,India,L,Austria,0,"Python, AWS, SQL, Data Visualization",Associate,3,Telecommunications,2024-12-29,2025-02-20,688,8.8,Autonomous Tech
AI09353,AI Consultant,64165,USD,64165,EN,PT,Finland,L,Finland,100,"Kubernetes, Deep Learning, Data Visualization, Python",Master,0,Healthcare,2024-02-23,2024-04-20,2185,5.9,Quantum Computing Inc
AI09354,AI Architect,68161,CAD,85201,EN,CT,Canada,L,Canada,100,"Scala, Azure, Statistics, Linux, PyTorch",PhD,1,Transportation,2024-08-25,2024-10-29,1318,5.2,Machine Intelligence Group
AI09355,Deep Learning Engineer,190540,AUD,257229,EX,PT,Australia,S,Australia,100,"SQL, Azure, Scala, Tableau, Spark",Associate,17,Automotive,2025-01-23,2025-02-11,1879,5.1,Digital Transformation LLC
AI09356,AI Consultant,145966,USD,145966,EX,FT,South Korea,S,South Korea,50,"PyTorch, TensorFlow, Python",Bachelor,13,Media,2024-10-09,2024-12-02,2054,8.6,Autonomous Tech
AI09357,AI Research Scientist,64339,USD,64339,MI,PT,South Korea,S,Belgium,0,"Java, R, Python, AWS",Associate,2,Consulting,2024-07-13,2024-08-18,632,6.7,Advanced Robotics
AI09358,Computer Vision Engineer,72089,GBP,54067,EN,FT,United Kingdom,L,Ireland,50,"Deep Learning, Scala, Statistics, Computer Vision, Docker",PhD,0,Finance,2025-02-18,2025-04-30,2314,6.2,TechCorp Inc
AI09359,Data Scientist,121917,USD,121917,MI,PT,Sweden,L,China,100,"PyTorch, Hadoop, Java, Kubernetes, MLOps",PhD,4,Finance,2024-01-15,2024-02-28,794,9.3,Advanced Robotics
AI09360,Computer Vision Engineer,62465,EUR,53095,EN,CT,Netherlands,M,Japan,0,"Python, AWS, Mathematics, SQL, Java",Associate,1,Energy,2024-01-29,2024-03-21,595,8.6,Autonomous Tech
AI09361,AI Consultant,120168,JPY,13218480,SE,PT,Japan,S,Japan,50,"Statistics, Computer Vision, Kubernetes, TensorFlow",Associate,9,Healthcare,2025-02-18,2025-04-10,781,9.7,Predictive Systems
AI09362,Data Scientist,74225,EUR,63091,MI,FL,France,S,France,100,"R, Git, Scala, Kubernetes",PhD,4,Manufacturing,2024-12-20,2025-02-05,524,7,DeepTech Ventures
AI09363,Head of AI,86630,USD,86630,SE,CT,Israel,S,Czech Republic,100,"Statistics, R, Kubernetes, Computer Vision, SQL",Bachelor,8,Education,2024-09-16,2024-11-19,2024,5.3,AI Innovations
AI09364,Data Analyst,45119,USD,45119,MI,FT,China,S,New Zealand,100,"Kubernetes, Python, Statistics, GCP",Master,4,Gaming,2024-09-15,2024-11-23,2360,5.9,DataVision Ltd
AI09365,Data Analyst,70424,USD,70424,SE,FL,China,M,China,100,"AWS, Docker, GCP, Python",Master,6,Manufacturing,2024-08-11,2024-09-30,1551,5.1,DeepTech Ventures
AI09366,Data Scientist,124107,EUR,105491,SE,PT,France,S,France,0,"Spark, Java, NLP, Computer Vision",Bachelor,7,Finance,2024-02-14,2024-03-08,1939,6.9,Machine Intelligence Group
AI09367,Machine Learning Researcher,104599,CHF,94139,MI,FL,Switzerland,S,Israel,0,"Hadoop, Scala, Deep Learning, NLP, TensorFlow",Master,2,Government,2024-07-05,2024-08-23,1948,9,TechCorp Inc
AI09368,AI Product Manager,130443,SGD,169576,SE,PT,Singapore,M,Singapore,50,"Deep Learning, MLOps, Git, SQL, Kubernetes",Bachelor,7,Finance,2024-09-18,2024-10-02,947,8.5,Cognitive Computing
AI09369,Machine Learning Engineer,51380,USD,51380,SE,PT,China,M,Turkey,100,"Linux, Spark, Kubernetes",Bachelor,7,Manufacturing,2024-04-27,2024-06-30,1994,7.2,Algorithmic Solutions
AI09370,ML Ops Engineer,55972,EUR,47576,EN,PT,France,S,Egypt,100,"Linux, Python, Deep Learning, AWS",Associate,0,Telecommunications,2024-01-13,2024-03-01,1786,6.9,Machine Intelligence Group
AI09371,AI Specialist,140112,EUR,119095,EX,PT,Austria,M,Kenya,100,"Linux, R, Data Visualization",PhD,10,Real Estate,2024-07-03,2024-08-18,991,6.3,DeepTech Ventures
AI09372,Research Scientist,77842,EUR,66166,EN,FL,Netherlands,M,Netherlands,100,"Statistics, Hadoop, Python",Master,1,Healthcare,2024-05-09,2024-07-14,1380,5,Cloud AI Solutions
AI09373,Data Analyst,143720,USD,143720,EX,FL,South Korea,M,Ukraine,50,"Scala, AWS, Azure, Computer Vision, Statistics",Associate,16,Technology,2024-06-09,2024-07-23,566,6.9,Cognitive Computing
AI09374,Machine Learning Engineer,93910,USD,93910,MI,CT,South Korea,L,Netherlands,100,"GCP, NLP, Data Visualization, Python, Linux",Master,2,Consulting,2024-12-31,2025-02-27,748,9.8,Autonomous Tech
AI09375,NLP Engineer,92622,JPY,10188420,MI,CT,Japan,M,Estonia,50,"Statistics, Kubernetes, R, Scala",Associate,2,Healthcare,2024-05-09,2024-06-26,508,8.6,Cognitive Computing
AI09376,Data Analyst,207950,USD,207950,EX,FL,Ireland,S,Portugal,0,"Hadoop, GCP, Statistics, Deep Learning",Bachelor,16,Gaming,2024-05-17,2024-06-21,823,5.1,Cognitive Computing
AI09377,AI Research Scientist,52390,CAD,65488,EN,FT,Canada,S,Ireland,50,"Deep Learning, Python, Docker",Master,0,Finance,2024-06-29,2024-08-19,818,8.7,Smart Analytics
AI09378,NLP Engineer,72765,EUR,61850,MI,FT,Germany,S,Germany,50,"AWS, Kubernetes, GCP, NLP",PhD,4,Telecommunications,2024-06-13,2024-08-25,604,9.9,Quantum Computing Inc
AI09379,Robotics Engineer,95125,EUR,80856,SE,PT,France,S,Turkey,0,"Python, Java, Kubernetes, TensorFlow, Docker",Master,7,Media,2024-09-06,2024-11-12,1188,6.3,DataVision Ltd
AI09380,Data Analyst,86783,USD,86783,EX,CT,China,S,China,50,"Kubernetes, Java, MLOps",Associate,10,Real Estate,2025-01-16,2025-02-23,1979,5.6,Predictive Systems
AI09381,Principal Data Scientist,195942,SGD,254725,EX,CT,Singapore,S,Singapore,50,"PyTorch, Python, Linux, Mathematics",Bachelor,18,Automotive,2024-02-24,2024-05-05,2119,9.8,Algorithmic Solutions
AI09382,AI Architect,88045,USD,88045,SE,PT,Finland,S,Finland,0,"AWS, Kubernetes, Java, GCP, Azure",Master,8,Media,2024-05-24,2024-06-10,1613,6.5,DataVision Ltd
AI09383,ML Ops Engineer,34080,USD,34080,EN,PT,China,S,China,100,"Python, Tableau, Statistics, Deep Learning",Associate,0,Telecommunications,2024-08-15,2024-08-30,858,6.4,Algorithmic Solutions
AI09384,Machine Learning Researcher,159791,AUD,215718,SE,CT,Australia,L,Australia,0,"TensorFlow, Mathematics, Data Visualization, Linux",Associate,9,Media,2024-11-05,2025-01-12,1415,5.4,Smart Analytics
AI09385,Computer Vision Engineer,82207,EUR,69876,MI,CT,Germany,M,Germany,100,"Kubernetes, Java, Docker, R, Statistics",Master,2,Telecommunications,2024-08-18,2024-10-28,2049,6.4,DataVision Ltd
AI09386,Computer Vision Engineer,121634,USD,121634,SE,CT,South Korea,M,Argentina,50,"R, SQL, Data Visualization",Master,6,Healthcare,2025-02-04,2025-03-25,1979,8.6,Smart Analytics
AI09387,AI Research Scientist,29142,USD,29142,EN,CT,India,L,India,0,"Linux, Hadoop, Data Visualization, Spark",Bachelor,1,Technology,2024-10-18,2024-11-13,2226,5.3,Advanced Robotics
AI09388,AI Software Engineer,62502,JPY,6875220,EN,PT,Japan,L,Japan,100,"Kubernetes, Python, Spark, Docker, Git",Bachelor,0,Gaming,2025-01-22,2025-03-06,1769,6.4,DeepTech Ventures
AI09389,NLP Engineer,106016,USD,106016,EX,PT,South Korea,S,South Korea,100,"Mathematics, Python, Statistics, Git, TensorFlow",Master,18,Energy,2025-03-19,2025-05-26,658,9,Algorithmic Solutions
AI09390,Machine Learning Engineer,223388,USD,223388,EX,FT,United States,S,United States,0,"Python, Spark, TensorFlow, GCP, PyTorch",Bachelor,13,Retail,2024-04-13,2024-05-02,776,7.7,Autonomous Tech
AI09391,AI Product Manager,260456,JPY,28650160,EX,CT,Japan,L,Poland,50,"Hadoop, Deep Learning, Tableau",Bachelor,13,Manufacturing,2024-04-11,2024-05-12,1344,6.3,Advanced Robotics
AI09392,Deep Learning Engineer,122043,AUD,164758,SE,FL,Australia,S,Malaysia,100,"SQL, R, Python, Statistics",PhD,9,Government,2025-04-14,2025-05-26,528,8.4,Autonomous Tech
AI09393,AI Software Engineer,79246,EUR,67359,MI,CT,Germany,S,Germany,50,"Kubernetes, Deep Learning, Java, Azure, R",Associate,4,Media,2025-01-18,2025-03-04,1975,8.8,AI Innovations
AI09394,AI Specialist,200872,GBP,150654,EX,PT,United Kingdom,L,Sweden,100,"Computer Vision, Statistics, Docker",Associate,14,Technology,2024-06-26,2024-09-05,2354,5.4,TechCorp Inc
AI09395,Head of AI,103261,AUD,139402,SE,FL,Australia,M,Australia,0,"Docker, SQL, Azure, AWS",Bachelor,5,Gaming,2025-03-11,2025-04-08,1989,10,Cloud AI Solutions
AI09396,AI Software Engineer,56852,USD,56852,EN,FT,Sweden,S,Sweden,50,"Git, Computer Vision, Data Visualization",Associate,1,Consulting,2024-02-26,2024-04-12,1249,8,Digital Transformation LLC
AI09397,Data Engineer,87803,AUD,118534,MI,CT,Australia,L,Australia,100,"PyTorch, GCP, Java, Docker, Tableau",Associate,4,Automotive,2024-10-23,2024-12-02,1156,7.5,TechCorp Inc
AI09398,ML Ops Engineer,63510,USD,63510,EN,FL,Israel,L,Israel,50,"SQL, Azure, TensorFlow, Computer Vision, R",Associate,1,Consulting,2025-04-14,2025-04-28,1830,7.1,DataVision Ltd
AI09399,Deep Learning Engineer,92068,USD,92068,EN,PT,United States,M,United States,50,"MLOps, Kubernetes, Python",Associate,1,Telecommunications,2024-10-03,2024-11-21,2475,6.3,Algorithmic Solutions
AI09400,NLP Engineer,75818,GBP,56864,MI,FL,United Kingdom,S,United States,100,"PyTorch, Java, AWS, GCP, TensorFlow",Associate,4,Technology,2025-01-17,2025-03-13,2063,6.9,Autonomous Tech
AI09401,Deep Learning Engineer,120141,USD,120141,SE,PT,Ireland,S,Malaysia,0,"Java, GCP, Python, Linux, MLOps",PhD,6,Media,2024-04-14,2024-06-16,2469,7.6,Quantum Computing Inc
AI09402,Principal Data Scientist,77151,USD,77151,MI,PT,Sweden,S,Sweden,50,"Linux, Statistics, Java",PhD,2,Automotive,2025-03-17,2025-05-05,1385,5.3,AI Innovations
AI09403,Principal Data Scientist,69108,USD,69108,MI,CT,South Korea,S,Turkey,0,"Python, GCP, TensorFlow, Data Visualization",Master,4,Consulting,2024-04-28,2024-05-23,2108,6.2,Quantum Computing Inc
AI09404,Machine Learning Researcher,209966,EUR,178471,EX,PT,France,L,Finland,100,"Linux, Azure, Kubernetes, Docker, Git",PhD,19,Real Estate,2024-06-30,2024-08-14,937,9,Algorithmic Solutions
AI09405,Robotics Engineer,75780,USD,75780,EN,PT,Ireland,M,Ireland,0,"MLOps, PyTorch, Mathematics, Kubernetes",Associate,1,Retail,2024-03-28,2024-05-03,1240,9.9,Future Systems
AI09406,AI Product Manager,59033,AUD,79695,EN,PT,Australia,L,Egypt,50,"Python, NLP, Tableau, TensorFlow",Master,0,Gaming,2025-02-01,2025-03-29,1668,8.1,Future Systems
AI09407,Data Engineer,173659,USD,173659,EX,CT,Ireland,M,Ireland,100,"Hadoop, Statistics, TensorFlow, Spark",PhD,15,Technology,2024-11-21,2025-01-29,1737,7.4,DataVision Ltd
AI09408,AI Architect,218617,USD,218617,EX,FT,Ireland,S,Ireland,50,"MLOps, Git, AWS, Docker",Bachelor,18,Consulting,2025-04-13,2025-06-08,878,6.9,AI Innovations
AI09409,AI Consultant,51900,USD,51900,SE,PT,India,M,South Africa,100,"Git, Python, MLOps",Bachelor,6,Gaming,2024-04-11,2024-06-06,1782,8.4,Digital Transformation LLC
AI09410,Autonomous Systems Engineer,83722,EUR,71164,MI,FT,Germany,S,Germany,100,"Git, Linux, Data Visualization",PhD,4,Real Estate,2025-04-14,2025-06-16,1176,9.3,TechCorp Inc
AI09411,ML Ops Engineer,64831,CAD,81039,EN,FL,Canada,S,Kenya,50,"NLP, Python, SQL, Linux, GCP",Master,1,Transportation,2024-05-16,2024-07-20,1981,5.5,Algorithmic Solutions
AI09412,AI Research Scientist,80478,JPY,8852580,EN,PT,Japan,M,Japan,0,"TensorFlow, Python, GCP, Java, PyTorch",Master,1,Telecommunications,2024-06-15,2024-08-12,1157,9.6,AI Innovations
AI09413,Machine Learning Engineer,152682,CHF,137414,MI,FL,Switzerland,M,Switzerland,100,"Linux, Docker, R",Bachelor,2,Education,2025-01-22,2025-02-08,2221,7.8,Neural Networks Co
AI09414,Research Scientist,73388,USD,73388,EN,FT,Israel,M,Israel,0,"Hadoop, GCP, Data Visualization, Java, MLOps",Bachelor,0,Education,2025-01-22,2025-03-13,998,7.2,Advanced Robotics
AI09415,Head of AI,191472,AUD,258487,EX,FL,Australia,S,Belgium,0,"Azure, Java, TensorFlow, Linux, Git",Master,18,Automotive,2024-12-07,2025-02-06,654,9.3,Cognitive Computing
AI09416,AI Architect,111011,USD,111011,SE,FT,South Korea,M,South Korea,0,"Data Visualization, Linux, Python, Statistics, Mathematics",Master,5,Energy,2025-03-16,2025-05-28,2347,6.7,Digital Transformation LLC
AI09417,Machine Learning Researcher,61781,JPY,6795910,EN,FT,Japan,M,Singapore,100,"Linux, GCP, MLOps",Bachelor,0,Retail,2025-04-08,2025-05-21,548,8.5,DataVision Ltd
AI09418,NLP Engineer,194729,EUR,165520,EX,FT,France,M,France,50,"Mathematics, Java, Data Visualization",Master,13,Consulting,2024-08-04,2024-09-18,510,8.4,Quantum Computing Inc
AI09419,AI Product Manager,100526,EUR,85447,MI,CT,Netherlands,S,Netherlands,100,"Scala, Docker, Data Visualization",Master,3,Media,2024-06-04,2024-07-03,1421,7.6,DataVision Ltd
AI09420,Data Analyst,92755,USD,92755,MI,CT,Israel,L,Israel,0,"SQL, PyTorch, Azure, Git, R",Master,4,Finance,2024-08-15,2024-10-19,2437,9.7,Cloud AI Solutions
AI09421,Robotics Engineer,97289,GBP,72967,SE,PT,United Kingdom,S,United Kingdom,50,"NLP, AWS, Java",Bachelor,8,Automotive,2024-09-12,2024-09-30,1299,5.1,Autonomous Tech
AI09422,Machine Learning Engineer,153741,USD,153741,EX,FL,South Korea,L,South Korea,100,"Java, Deep Learning, Data Visualization",Bachelor,10,Retail,2024-09-19,2024-10-23,1707,6.7,DeepTech Ventures
AI09423,Head of AI,157987,SGD,205383,EX,CT,Singapore,M,Singapore,50,"Azure, Docker, Tableau",Bachelor,18,Healthcare,2024-02-18,2024-03-14,2161,9.1,Advanced Robotics
AI09424,AI Architect,120516,CHF,108464,MI,PT,Switzerland,M,Norway,50,"Linux, SQL, Computer Vision, Kubernetes",Master,3,Telecommunications,2024-08-26,2024-09-20,657,5.5,DataVision Ltd
AI09425,AI Specialist,203853,EUR,173275,EX,PT,Netherlands,L,Netherlands,50,"Spark, Scala, GCP",PhD,18,Real Estate,2024-03-20,2024-04-27,1169,7.2,Future Systems
AI09426,Data Scientist,142413,USD,142413,SE,CT,Finland,M,Finland,100,"TensorFlow, Python, Scala, Azure, MLOps",Associate,7,Retail,2024-12-04,2025-01-10,1806,8.3,Neural Networks Co
AI09427,Head of AI,173201,CHF,155881,SE,FL,Switzerland,S,Switzerland,100,"Computer Vision, Hadoop, Python",PhD,6,Finance,2024-07-02,2024-07-28,1290,8.9,Machine Intelligence Group
AI09428,Autonomous Systems Engineer,204387,CAD,255484,EX,FL,Canada,S,Thailand,50,"Computer Vision, TensorFlow, NLP, Python, Data Visualization",Associate,13,Government,2025-01-08,2025-02-03,1275,5.7,Algorithmic Solutions
AI09429,AI Specialist,24626,USD,24626,EN,PT,India,S,India,50,"Azure, Spark, SQL, Docker, Hadoop",Bachelor,0,Energy,2024-10-25,2024-12-14,2213,6.7,Cognitive Computing
AI09430,Data Engineer,30632,USD,30632,MI,FL,China,S,United States,100,"Docker, Python, GCP, TensorFlow, AWS",Bachelor,3,Technology,2025-02-03,2025-03-09,2442,7.1,Cognitive Computing
AI09431,Data Scientist,51880,CAD,64850,EN,FT,Canada,S,Canada,0,"R, PyTorch, Hadoop",PhD,1,Government,2024-11-23,2025-01-16,1334,8.9,Quantum Computing Inc
AI09432,Autonomous Systems Engineer,105546,USD,105546,SE,CT,Ireland,M,Ireland,0,"Data Visualization, Mathematics, Java, Computer Vision, Scala",Bachelor,5,Manufacturing,2024-07-06,2024-08-07,1958,9.4,TechCorp Inc
AI09433,AI Product Manager,156352,EUR,132899,EX,FT,France,S,France,100,"R, Scala, Computer Vision",Associate,18,Consulting,2024-09-17,2024-10-20,1481,7.5,TechCorp Inc
AI09434,Autonomous Systems Engineer,82869,USD,82869,MI,PT,Sweden,S,Sweden,0,"Hadoop, MLOps, Git",Master,4,Gaming,2024-04-10,2024-06-07,2048,5.3,AI Innovations
AI09435,Robotics Engineer,249284,EUR,211891,EX,PT,Germany,L,Finland,50,"Data Visualization, Hadoop, Statistics",Master,10,Education,2025-02-17,2025-04-19,1549,6.4,DeepTech Ventures
AI09436,AI Consultant,143332,EUR,121832,EX,FT,France,S,South Africa,50,"TensorFlow, Computer Vision, MLOps, Tableau, Kubernetes",Master,12,Telecommunications,2024-03-27,2024-05-14,1786,5.1,Cognitive Computing
AI09437,Data Analyst,102445,USD,102445,MI,CT,Denmark,S,Denmark,50,"SQL, Scala, AWS",Master,3,Consulting,2024-12-01,2025-02-06,1144,8.9,Predictive Systems
AI09438,Computer Vision Engineer,95141,CAD,118926,SE,PT,Canada,S,Netherlands,0,"SQL, PyTorch, R, Mathematics",Bachelor,5,Gaming,2024-07-05,2024-08-10,1531,9.4,Autonomous Tech
AI09439,Computer Vision Engineer,85527,EUR,72698,MI,FL,France,S,France,0,"Linux, R, Statistics, Kubernetes",Bachelor,2,Healthcare,2024-02-19,2024-04-28,543,9.9,DataVision Ltd
AI09440,Autonomous Systems Engineer,84275,EUR,71634,MI,CT,Austria,L,Austria,100,"Git, Linux, Python",Master,4,Healthcare,2024-11-01,2024-11-23,1865,6.5,Digital Transformation LLC
AI09441,Data Analyst,171765,USD,171765,EX,FL,Finland,S,Finland,100,"Tableau, NLP, Hadoop, Python",Master,10,Manufacturing,2024-07-29,2024-08-21,2398,6.2,Cognitive Computing
AI09442,Robotics Engineer,47657,USD,47657,MI,FT,China,L,China,0,"Computer Vision, Kubernetes, Java",Bachelor,4,Transportation,2025-04-26,2025-07-06,1427,6.5,Cloud AI Solutions
AI09443,Robotics Engineer,54748,USD,54748,EN,PT,Israel,S,Israel,50,"PyTorch, AWS, Data Visualization, GCP",Master,0,Education,2024-05-28,2024-07-31,2405,7.4,Future Systems
AI09444,Data Scientist,47134,AUD,63631,EN,FL,Australia,S,United Kingdom,50,"NLP, Statistics, Kubernetes, Python, GCP",PhD,0,Healthcare,2024-06-28,2024-08-26,613,6.1,DataVision Ltd
AI09445,ML Ops Engineer,84635,AUD,114257,MI,CT,Australia,L,Australia,100,"Kubernetes, SQL, Java, Git",PhD,3,Technology,2024-03-25,2024-05-30,1487,5.6,Future Systems
AI09446,ML Ops Engineer,84203,EUR,71573,MI,FL,France,L,France,100,"PyTorch, Mathematics, Scala",PhD,3,Real Estate,2025-02-26,2025-04-17,2353,6.5,Predictive Systems
AI09447,AI Product Manager,105870,EUR,89990,MI,PT,Netherlands,L,Netherlands,100,"Python, Linux, TensorFlow, Hadoop, PyTorch",Bachelor,4,Automotive,2024-07-29,2024-10-04,1615,5.4,DataVision Ltd
AI09448,AI Architect,66252,USD,66252,EX,CT,China,M,Russia,0,"Statistics, PyTorch, Tableau",Master,16,Healthcare,2024-11-30,2024-12-26,897,9.8,Neural Networks Co
AI09449,Data Engineer,91263,USD,91263,MI,FT,Finland,M,Finland,0,"GCP, PyTorch, Deep Learning, Mathematics, Computer Vision",Master,4,Finance,2024-10-01,2024-11-09,1366,7.7,Digital Transformation LLC
AI09450,Machine Learning Researcher,69243,USD,69243,EN,FT,Israel,M,Israel,50,"Azure, Python, SQL, Tableau, TensorFlow",Master,0,Manufacturing,2024-10-10,2024-12-16,689,6.2,TechCorp Inc
AI09451,Principal Data Scientist,137522,USD,137522,SE,PT,Ireland,M,France,100,"AWS, Tableau, Python",Bachelor,7,Government,2024-07-07,2024-07-28,709,6.8,Digital Transformation LLC
AI09452,NLP Engineer,266422,GBP,199817,EX,FT,United Kingdom,L,United Kingdom,50,"R, AWS, Data Visualization",PhD,11,Gaming,2024-03-29,2024-05-03,817,7.1,DeepTech Ventures
AI09453,Machine Learning Researcher,199823,EUR,169850,EX,PT,France,S,France,50,"Java, MLOps, GCP, AWS, PyTorch",Associate,12,Media,2024-02-25,2024-03-31,2329,6.6,Machine Intelligence Group
AI09454,NLP Engineer,69686,USD,69686,EN,CT,Ireland,M,Ireland,100,"Data Visualization, SQL, NLP, Kubernetes, Python",Associate,0,Real Estate,2025-01-25,2025-02-15,1109,7,Autonomous Tech
AI09455,Principal Data Scientist,173317,USD,173317,EX,FT,Denmark,S,Denmark,50,"TensorFlow, Scala, Statistics",PhD,18,Technology,2024-12-17,2025-02-23,1801,8.7,Future Systems
AI09456,Robotics Engineer,181014,EUR,153862,EX,FT,Austria,S,Austria,0,"Kubernetes, GCP, Python, Mathematics",PhD,18,Retail,2024-11-16,2025-01-05,1255,6,Predictive Systems
AI09457,AI Research Scientist,262405,USD,262405,EX,PT,Finland,L,Finland,0,"Deep Learning, Python, Azure, SQL",Master,19,Finance,2024-03-31,2024-05-27,2116,8.8,Machine Intelligence Group
AI09458,Data Engineer,109773,JPY,12075030,MI,FT,Japan,M,Vietnam,50,"Python, Tableau, Computer Vision",Bachelor,2,Gaming,2025-01-06,2025-02-25,2433,5.7,TechCorp Inc
AI09459,Data Scientist,81338,CAD,101673,EN,FL,Canada,L,Canada,0,"MLOps, Data Visualization, AWS, Python, TensorFlow",Bachelor,1,Healthcare,2025-01-23,2025-03-30,550,7.2,DataVision Ltd
AI09460,AI Research Scientist,147302,SGD,191493,SE,PT,Singapore,M,Singapore,0,"SQL, AWS, Kubernetes, Hadoop",Associate,5,Education,2024-05-27,2024-07-17,1214,7.5,Advanced Robotics
AI09461,Data Scientist,89314,CAD,111643,MI,PT,Canada,L,Romania,0,"Python, TensorFlow, Data Visualization, Git, Statistics",PhD,3,Technology,2024-01-25,2024-03-12,590,9.3,DataVision Ltd
AI09462,Head of AI,131205,USD,131205,SE,CT,Ireland,L,Ireland,0,"R, Python, TensorFlow, Java",Associate,8,Finance,2024-10-17,2024-12-12,1799,7.1,Cognitive Computing
AI09463,ML Ops Engineer,236960,EUR,201416,EX,FT,Netherlands,S,Netherlands,50,"Data Visualization, R, Linux, Tableau",Associate,12,Media,2024-05-12,2024-07-10,1716,9.1,Neural Networks Co
AI09464,Research Scientist,70521,EUR,59943,EN,FL,Netherlands,M,Nigeria,50,"Git, Python, TensorFlow",Bachelor,1,Telecommunications,2024-09-23,2024-11-21,2406,9.2,Advanced Robotics
AI09465,NLP Engineer,22718,USD,22718,EN,CT,India,M,India,100,"Computer Vision, SQL, Python",PhD,1,Consulting,2025-04-28,2025-06-01,2464,6.6,AI Innovations
AI09466,Autonomous Systems Engineer,302715,USD,302715,EX,PT,Norway,L,New Zealand,0,"Tableau, Python, NLP, Git, MLOps",PhD,12,Technology,2025-01-28,2025-02-21,655,8.2,Future Systems
AI09467,Data Engineer,148771,USD,148771,SE,FL,Finland,L,Finland,100,"PyTorch, GCP, TensorFlow, AWS, Deep Learning",Master,8,Education,2024-12-09,2025-01-28,1688,9.1,Autonomous Tech
AI09468,Principal Data Scientist,168216,USD,168216,SE,CT,United States,M,United States,50,"GCP, Linux, Docker, Hadoop",Bachelor,6,Telecommunications,2024-12-07,2024-12-27,1732,8.8,DataVision Ltd
AI09469,AI Architect,83184,USD,83184,MI,FL,Sweden,L,Sweden,0,"MLOps, Data Visualization, Hadoop, Java, TensorFlow",Master,4,Real Estate,2024-06-03,2024-08-08,1248,8.2,Cloud AI Solutions
AI09470,Machine Learning Researcher,98439,USD,98439,SE,CT,South Korea,L,South Korea,100,"Python, Git, Computer Vision, NLP, R",Associate,8,Manufacturing,2024-07-25,2024-09-29,1463,7.7,TechCorp Inc
AI09471,ML Ops Engineer,164239,USD,164239,MI,PT,Denmark,L,Denmark,0,"Spark, Computer Vision, Kubernetes, Python, Linux",Bachelor,4,Gaming,2024-06-04,2024-07-26,802,8.3,Digital Transformation LLC
AI09472,AI Product Manager,96933,USD,96933,EN,PT,Norway,L,Nigeria,50,"Data Visualization, AWS, Hadoop, Computer Vision",Bachelor,1,Government,2025-04-21,2025-05-19,1741,8.3,Advanced Robotics
AI09473,Data Analyst,108451,USD,108451,EN,CT,Denmark,L,Denmark,0,"Python, Tableau, Azure",Bachelor,0,Retail,2024-03-30,2024-06-03,620,9,TechCorp Inc
AI09474,Robotics Engineer,63644,AUD,85919,EN,PT,Australia,S,Australia,100,"Docker, Azure, GCP, Python",Master,0,Manufacturing,2024-12-29,2025-02-06,886,6.7,DeepTech Ventures
AI09475,AI Specialist,199800,USD,199800,SE,PT,Norway,L,Norway,100,"GCP, Git, Java",PhD,8,Technology,2024-04-09,2024-05-30,716,6.2,AI Innovations
AI09476,Robotics Engineer,158584,USD,158584,SE,FL,Denmark,L,Denmark,100,"PyTorch, GCP, Scala, Linux, Deep Learning",Associate,8,Real Estate,2024-10-11,2024-11-13,1060,8.8,Future Systems
AI09477,Head of AI,200639,USD,200639,EX,FT,Israel,M,Israel,50,"Docker, Tableau, Python, GCP, Azure",Bachelor,17,Energy,2024-02-10,2024-04-03,2424,6.2,Quantum Computing Inc
AI09478,Research Scientist,76094,USD,76094,EX,FT,China,M,China,50,"GCP, R, NLP, Deep Learning",PhD,19,Automotive,2025-03-28,2025-06-06,612,9.8,Cloud AI Solutions
AI09479,AI Research Scientist,24147,USD,24147,MI,FT,India,S,India,50,"GCP, Computer Vision, Kubernetes, Linux, Data Visualization",Bachelor,3,Retail,2024-10-31,2024-12-02,950,9.5,Machine Intelligence Group
AI09480,AI Research Scientist,50123,EUR,42605,EN,PT,France,M,France,50,"Python, Spark, NLP, R",PhD,1,Manufacturing,2024-01-06,2024-03-10,540,5.5,Smart Analytics
